date,Name,playerid,Team,PlayerName,firstLastName,UPURL,xMLBAMID,POS,ADP,IP,mW,mERA,mWHIP,mSO,mQS,PTS,aPOS,FPTS,Dollars,Adjusted,Cost,cPOS
2025-06-20,"<a href=""statss.aspx?playerid=22267&position=P"">Tarik Skubal</a>",22267,DET,Tarik Skubal,Tarik Skubal,/players/tarik-skubal/22267/stats?position=P,669373,SP,13.8100004196167,106.0,22.0191672864293,37.583198947749736,37.06868883179787,22.0767950478788,16.2941231148597,135.0419732287154,29.241627675496698,164.2836009042121,165.2836009042121,165.2836009042121,,10
2025-06-20,"<a href=""statss.aspx?playerid=33677&position=P"">Paul Skenes</a>",33677,PIT,Paul Skenes,Paul Skenes,/players/paul-skenes/33677/stats?position=P,694973,SP,10.890000343322754,98.0,14.3380624280018,32.485151650638,24.244760800129026,17.7761206882515,12.7519224377163,101.59601800473656,29.241627675496698,130.83764568023327,131.83764568023327,131.83764568023327,,10
2025-06-20,"<a href=""statss.aspx?playerid=10310&position=P"">Zack Wheeler</a>",10310,PHI,Zack Wheeler,Zack Wheeler,/players/zack-wheeler/10310/stats?position=P,554430,SP,21.649999618530273,110.0,22.0191672864293,20.154937436985147,22.738530101579435,21.5392107529254,12.7519224377163,99.20376801563556,29.241627675496698,128.44539569113223,129.44539569113223,129.44539569113223,,10
2025-06-20,"<a href=""statss.aspx?playerid=22250&position=P"">Logan Gilbert</a>",22250,SEA,Logan Gilbert,Logan Gilbert,/players/logan-gilbert/22250/stats?position=P,669302,SP,26.360000610351562,103.0,6.65695756957422,16.693010309978405,33.98822604875979,16.1633678033912,12.7519224377163,86.25348416941995,29.241627675496698,115.49511184491665,116.49511184491665,116.49511184491665,,10
2025-06-20,"<a href=""statss.aspx?playerid=10603&position=P"">Chris Sale</a>",10603,ATL,Chris Sale,Chris Sale,/players/chris-sale/10603/stats?position=P,519242,SP,35.97999954223633,99.0,14.3380624280018,18.139443693286612,16.711340594516727,20.4640421630185,12.7519224377163,82.40481131653993,29.241627675496698,111.64643899203662,112.64643899203662,112.64643899203662,,10
2025-06-20,"<a href=""statss.aspx?playerid=27463&position=P"">Garrett Crochet</a>",27463,BOS,Garrett Crochet,Garrett Crochet,/players/garrett-crochet/27463/stats?position=P,676979,SP,23.670000076293945,88.0,6.65695756957422,20.11940698145219,16.610471872040524,15.6257835084378,9.20972176057287,68.22234169207763,29.241627675496698,97.46396936757435,98.46396936757435,98.46396936757435,,10
2025-06-20,"<a href=""statss.aspx?playerid=25436&position=P"">George Kirby</a>",25436,SEA,George Kirby,George Kirby,/players/george-kirby/25436/stats?position=P,669923,SP,100.83999633789062,102.0,14.3380624280018,7.0659760761452315,23.742683900612494,7.02443478918321,12.7519224377163,64.923079631659,29.241627675496698,94.16470730715568,95.16470730715568,95.16470730715568,,10
2025-06-20,"<a href=""statss.aspx?playerid=33825&position=P"">Yoshinobu Yamamoto</a>",33825,LAD,Yoshinobu Yamamoto,Yoshinobu Yamamoto,/players/yoshinobu-yamamoto/33825/stats?position=P,808967,SP,59.349998474121094,92.0,14.3380624280018,14.677516566279865,16.108394972523996,9.71235626395028,9.20972176057287,64.04605199132878,29.241627675496698,93.28767966682548,94.28767966682548,94.28767966682548,,10
2025-06-20,"<a href=""statss.aspx?playerid=10954&position=P"">Jacob deGrom</a>",10954,TEX,Jacob deGrom,Jacob deGrom,/players/jacob-degrom/10954/stats?position=P,594798,SP,49.810001373291016,82.0,-1.02414728885332,18.293600024550408,26.253068398195122,8.63718767404345,9.20972176057287,61.36943056850853,29.241627675496698,90.61105824400522,91.61105824400522,91.61105824400522,,10
2025-06-20,"<a href=""statss.aspx?playerid=27498&position=P"">Spencer Strider</a>",27498,ATL,Spencer Strider,Spencer Strider,/players/spencer-strider/27498/stats?position=P,675911,SP,101.01000213623047,87.0,14.3380624280018,6.496915715754925,10.315810246950917,18.8512892781583,9.20972176057287,59.211799429438784,29.241627675496698,88.45342710493549,89.45342710493549,89.45342710493549,,10
2025-06-20,"<a href=""statss.aspx?playerid=13743&position=P"">Max Fried</a>",13743,NYY,Max Fried,Max Fried,/players/max-fried/13743/stats?position=P,608331,SP,96.06999969482422,103.0,22.0191672864293,12.697553278114315,0.4057416027694479,8.09960337909004,12.7519224377163,55.973987984119404,29.241627675496698,85.21561565961612,86.21561565961612,86.21561565961612,,10
2025-06-20,"<a href=""statss.aspx?playerid=17995&position=P"">Logan Webb</a>",17995,SFG,Logan Webb,Logan Webb,/players/logan-webb/17995/stats?position=P,657277,SP,98.33999633789062,111.0,14.3380624280018,17.795600575226054,1.377028065265203,9.17477196899687,12.7519224377163,55.43738547520618,29.241627675496698,84.67901315070289,85.67901315070289,85.67901315070289,,10
2025-06-20,"<a href=""statss.aspx?playerid=18525&position=P"">Dylan Cease</a>",18525,SDP,Dylan Cease,Dylan Cease,/players/dylan-cease/18525/stats?position=P,656302,SP,47.27000045776367,102.0,14.3380624280018,3.070519044281142,-1.9380394992624743,19.9264578680651,12.7519224377163,48.14892227880185,29.241627675496698,77.39054995429855,78.39054995429855,78.39054995429855,,10
2025-06-20,"<a href=""statss.aspx?playerid=17295&position=P"">Framber Valdez</a>",17295,HOU,Framber Valdez,Framber Valdez,/players/framber-valdez/17295/stats?position=P,664285,SP,61.900001525878906,105.0,14.3380624280018,11.97433658646021,-4.783897500810927,11.3251091488105,12.7519224377163,45.605533100177865,29.241627675496698,74.84716077567457,75.84716077567457,75.84716077567457,,10
2025-06-20,"<a href=""statss.aspx?playerid=31846&position=P"">Spencer Schwellenbach</a>",31846,ATL,Spencer Schwellenbach,Spencer Schwellenbach,/players/spencer-schwellenbach/31846/stats?position=P,680885,SP,78.30000305175781,99.0,14.3380624280018,2.1576155658302527,8.809579548401352,7.56201908413663,9.20972176057287,42.076998386942876,29.241627675496698,71.31862606243958,72.31862606243958,72.31862606243958,,10
2025-06-20,"<a href=""statss.aspx?playerid=21390&position=P"">Joe Ryan</a>",21390,MIN,Joe Ryan,Joe Ryan,/players/joe-ryan/21390/stats?position=P,657746,SP,93.91999816894531,93.0,6.65695756957422,-3.6636484229355895,20.427616336084764,11.8626934437639,5.66752108342946,40.951140009916784,29.241627675496698,70.19276768541349,71.19276768541349,71.19276768541349,,10
2025-06-20,"<a href=""statss.aspx?playerid=30279&position=P"">Bryan Woo</a>",30279,SEA,Bryan Woo,Bryan Woo,/players/bryan-woo/30279/stats?position=P,693433,SP,130.55999755859375,89.0,6.65695756957422,1.7782419922367325,20.92969323560129,2.1861761346025,9.20972176057287,40.76079069258762,29.241627675496698,70.0024183680843,71.0024183680843,71.0024183680843,,10
2025-06-20,"<a href=""statss.aspx?playerid=15689&position=P"">Luis Castillo</a>",15689,SEA,Luis Castillo,Luis Castillo,/players/luis-castillo/15689/stats?position=P,622491,SP,100.88999938964844,102.0,14.3380624280018,-0.9249379875829474,2.0128410237952137,9.71235626395028,9.20972176057287,34.34804348873719,29.241627675496698,63.58967116423389,64.58967116423389,64.58967116423389,,10
2025-06-20,"<a href=""statss.aspx?playerid=25880&position=P"">Hunter Brown</a>",25880,HOU,Hunter Brown,Hunter Brown,/players/hunter-brown/25880/stats?position=P,686613,SP,98.58000183105469,97.0,14.3380624280018,2.8808322574843817,-7.730624224835554,12.9378620336708,9.20972176057287,31.63585425489423,29.241627675496698,60.877481930390935,61.877481930390935,61.877481930390935,,10
